74.138.244.12 syn-074-138-244-012.res.spectrum.com
172.3.206.78 172-3-206-78.lightspeed.lsvlky.sbcglobal.net
107.138.161.14 107-138-161-14.lightspeed.lsvlky.sbcglobal.net
96.28.36.103 syn-096-028-036-103.res.spectrum.com
74.129.244.245 syn-074-129-244-245.res.spectrum.com
76.177.163.1 syn-076-177-163-001.res.spectrum.com
174.101.208.170 syn-174-101-208-170.res.spectrum.com
24.106.165.8 syn-024-106-165-008.biz.spectrum.com
162.234.192.220 162-234-192-220.lightspeed.lsvlky.sbcglobal.net
74.136.8.215 syn-074-136-008-215.res.spectrum.com
184.54.214.193 syn-184-054-214-193.res.spectrum.com
74.136.8.9 syn-074-136-008-009.res.spectrum.com
104.3.9.199 104-3-9-199.lightspeed.lsvlky.sbcglobal.net
174.101.211.17 syn-174-101-211-017.res.spectrum.com
74.138.246.13 syn-074-138-246-013.res.spectrum.com
74.175.246.91 74.175.246.91
98.72.0.16 adsl-098-072-000-016.sip.mia.bellsouth.net
96.28.39.237 syn-096-028-039-237.res.spectrum.com
147.0.169.37 syn-147-000-169-037.biz.spectrum.com
74.129.255.238 syn-074-129-255-238.res.spectrum.com
104.3.8.232 104-3-8-232.lightspeed.lsvlky.sbcglobal.net
98.72.5.43 adsl-098-072-005-043.sip.mia.bellsouth.net
74.138.238.221 syn-074-138-238-221.res.spectrum.com
184.54.196.92 syn-184-054-196-092.res.spectrum.com
184.54.193.223 syn-184-054-193-223.res.spectrum.com
104.52.13.109 104-52-13-109.lightspeed.lsvlky.sbcglobal.net
74.136.7.39 syn-074-136-007-039.res.spectrum.com
74.136.12.225 syn-074-136-012-225.res.spectrum.com
74.129.253.199 syn-074-129-253-199.res.spectrum.com
98.27.235.128 syn-098-027-235-128.res.spectrum.com
172.3.201.107 172-3-201-107.lightspeed.lsvlky.sbcglobal.net
174.101.213.21 syn-174-101-213-021.res.spectrum.com
172.3.204.15 172-3-204-15.lightspeed.lsvlky.sbcglobal.net
74.138.237.83 syn-074-138-237-083.res.spectrum.com
24.26.60.100 syn-024-026-060-100.res.spectrum.com
172.3.206.215 172-3-206-215.lightspeed.lsvlky.sbcglobal.net
184.54.197.185 syn-184-054-197-185.res.spectrum.com
184.54.209.211 syn-184-054-209-211.res.spectrum.com
12.90.164.247 12.90.164.247
74.138.235.81 syn-074-138-235-081.res.spectrum.com
74.138.242.234 syn-074-138-242-234.res.spectrum.com
76.35.185.45 syn-076-035-185-045.res.spectrum.com
172.3.206.239 172-3-206-239.lightspeed.lsvlky.sbcglobal.net
76.182.151.234 syn-076-182-151-234.res.spectrum.com
12.244.135.21 12.244.135.21
174.101.215.150 syn-174-101-215-150.res.spectrum.com
74.138.252.8 syn-074-138-252-008.res.spectrum.com
172.3.203.127 172-3-203-127.lightspeed.lsvlky.sbcglobal.net
12.207.140.3 12.207.140.3
174.101.214.69 syn-174-101-214-069.res.spectrum.com
108.255.16.112 108.255.16.112
74.143.26.75 syn-074-143-026-075.biz.spectrum.com
12.127.43.36 12.127.43.36
74.138.240.68 syn-074-138-240-068.res.spectrum.com
74.138.240.208 syn-074-138-240-208.res.spectrum.com
147.0.223.184 syn-147-000-223-184.biz.spectrum.com
98.72.1.178 adsl-098-072-001-178.sip.mia.bellsouth.net
184.54.205.41 syn-184-054-205-041.res.spectrum.com
74.129.252.226 syn-074-129-252-226.res.spectrum.com
76.35.169.225 syn-076-035-169-225.res.spectrum.com
98.27.234.196 syn-098-027-234-196.res.spectrum.com
12.39.61.180 12.39.61.180
12.90.164.224 12.90.164.224
24.26.60.116 syn-024-026-060-116.res.spectrum.com
74.129.246.144 syn-074-129-246-144.res.spectrum.com
74.138.236.212 syn-074-138-236-212.res.spectrum.com
174.101.208.186 syn-174-101-208-186.res.spectrum.com
12.189.228.71 12.189.228.71
174.101.210.74 syn-174-101-210-074.res.spectrum.com
12.227.24.104 12.227.24.104
74.138.224.6 syn-074-138-224-006.res.spectrum.com
74.136.9.100 syn-074-136-009-100.res.spectrum.com
74.136.5.220 syn-074-136-005-220.res.spectrum.com
70.62.36.215 syn-070-062-036-215.biz.spectrum.com
184.54.211.43 syn-184-054-211-043.res.spectrum.com
74.138.254.89 syn-074-138-254-089.res.spectrum.com
162.155.97.102 syn-162-155-097-102.biz.spectrum.com
184.54.193.222 syn-184-054-193-222.res.spectrum.com
74.136.2.234 syn-074-136-002-234.res.spectrum.com
174.101.211.138 syn-174-101-211-138.res.spectrum.com
76.35.169.150 syn-076-035-169-150.res.spectrum.com
174.101.208.54 syn-174-101-208-054.res.spectrum.com
172.3.201.85 172-3-201-85.lightspeed.lsvlky.sbcglobal.net
74.138.251.41 syn-074-138-251-041.res.spectrum.com
12.207.135.31 12.207.135.31
107.133.213.29 107-133-213-29.lightspeed.lsvlky.sbcglobal.net
184.54.202.199 syn-184-054-202-199.res.spectrum.com
74.129.241.126 syn-074-129-241-126.res.spectrum.com
76.182.150.69 syn-076-182-150-069.res.spectrum.com
96.28.38.178 syn-096-028-038-178.res.spectrum.com
108.255.17.78 108.255.17.78
74.138.233.55 syn-074-138-233-055.res.spectrum.com
74.136.13.207 syn-074-136-013-207.res.spectrum.com
76.35.185.251 syn-076-035-185-251.res.spectrum.com
184.54.218.91 syn-184-054-218-091.res.spectrum.com
76.177.160.100 syn-076-177-160-100.res.spectrum.com
184.54.209.176 syn-184-054-209-176.res.spectrum.com
99.119.244.243 99-119-244-243.lightspeed.lsvlky.sbcglobal.net
98.27.234.117 syn-098-027-234-117.res.spectrum.com
108.239.44.32 108-239-44-32.lightspeed.lsvlky.sbcglobal.net
184.54.212.54 syn-184-054-212-054.res.spectrum.com
107.138.162.127 107-138-162-127.lightspeed.lsvlky.sbcglobal.net
74.136.6.193 syn-074-136-006-193.res.spectrum.com
184.54.214.234 syn-184-054-214-234.res.spectrum.com
74.175.224.136 74.175.224.136
74.138.242.14 syn-074-138-242-014.res.spectrum.com
74.129.241.141 syn-074-129-241-141.res.spectrum.com
74.138.231.133 syn-074-138-231-133.res.spectrum.com
107.138.161.250 107-138-161-250.lightspeed.lsvlky.sbcglobal.net
12.207.140.97 12.207.140.97
184.54.196.1 syn-184-054-196-001.res.spectrum.com
12.207.143.27 12.207.143.27
184.54.194.52 syn-184-054-194-052.res.spectrum.com
184.54.215.153 syn-184-054-215-153.res.spectrum.com
74.129.245.43 syn-074-129-245-043.res.spectrum.com
74.129.251.204 syn-074-129-251-204.res.spectrum.com
96.28.33.85 syn-096-028-033-085.res.spectrum.com
24.106.116.121 syn-024-106-116-121.biz.spectrum.com
108.227.156.196 108-227-156-196.lightspeed.lsvlky.sbcglobal.net
74.136.2.49 syn-074-136-002-049.res.spectrum.com
104.3.9.62 104-3-9-62.lightspeed.lsvlky.sbcglobal.net
12.207.140.142 12.207.140.142
184.54.211.110 syn-184-054-211-110.res.spectrum.com
74.143.92.164 syn-074-143-092-164.biz.spectrum.com
99.119.246.210 99-119-246-210.lightspeed.lsvlky.sbcglobal.net
69.135.42.100 syn-069-135-042-100.biz.spectrum.com
47.231.84.54 syn-047-231-084-054.res.spectrum.com
76.35.169.226 syn-076-035-169-226.res.spectrum.com
74.138.246.152 syn-074-138-246-152.res.spectrum.com
104.3.8.138 104-3-8-138.lightspeed.lsvlky.sbcglobal.net
74.138.242.162 syn-074-138-242-162.res.spectrum.com
184.54.215.23 syn-184-054-215-023.res.spectrum.com
76.190.76.238 syn-076-190-076-238.biz.spectrum.com
162.234.192.253 162-234-192-253.lightspeed.lsvlky.sbcglobal.net
74.138.225.48 syn-074-138-225-048.res.spectrum.com
172.3.206.146 172-3-206-146.lightspeed.lsvlky.sbcglobal.net
12.207.140.109 12.207.140.109
24.26.61.72 syn-024-026-061-072.res.spectrum.com
184.54.192.248 syn-184-054-192-248.res.spectrum.com
184.54.217.240 syn-184-054-217-240.res.spectrum.com
74.138.245.135 syn-074-138-245-135.res.spectrum.com
184.54.207.39 syn-184-054-207-039.res.spectrum.com
98.123.216.173 syn-098-123-216-173.biz.spectrum.com
104.52.13.69 104-52-13-69.lightspeed.lsvlky.sbcglobal.net
108.255.17.87 108.255.17.87
12.207.141.216 12.207.141.216
99.119.244.160 99-119-244-160.lightspeed.lsvlky.sbcglobal.net
74.129.243.14 syn-074-129-243-014.res.spectrum.com
74.138.224.63 syn-074-138-224-063.res.spectrum.com
174.101.211.97 syn-174-101-211-097.res.spectrum.com
172.3.204.27 172-3-204-27.lightspeed.lsvlky.sbcglobal.net
74.138.234.158 syn-074-138-234-158.res.spectrum.com
24.26.61.200 syn-024-026-061-200.res.spectrum.com
74.136.15.246 syn-074-136-015-246.res.spectrum.com
184.54.202.34 syn-184-054-202-034.res.spectrum.com
70.62.199.118 syn-070-062-199-118.biz.spectrum.com
74.138.253.239 syn-074-138-253-239.res.spectrum.com
98.27.232.86 syn-098-027-232-086.res.spectrum.com
174.101.212.58 syn-174-101-212-058.res.spectrum.com
74.136.9.165 syn-074-136-009-165.res.spectrum.com
74.138.244.46 syn-074-138-244-046.res.spectrum.com
184.54.216.94 syn-184-054-216-094.res.spectrum.com
74.129.243.238 syn-074-129-243-238.res.spectrum.com
74.129.247.192 syn-074-129-247-192.res.spectrum.com
98.27.233.79 syn-098-027-233-079.res.spectrum.com
74.136.14.228 syn-074-136-014-228.res.spectrum.com
96.28.37.246 syn-096-028-037-246.res.spectrum.com
74.136.8.41 syn-074-136-008-041.res.spectrum.com
12.207.133.122 12.207.133.122
74.138.245.203 syn-074-138-245-203.res.spectrum.com
24.26.63.175 syn-024-026-063-175.res.spectrum.com
108.239.44.232 108-239-44-232.lightspeed.lsvlky.sbcglobal.net
74.136.13.0 syn-074-136-013-000.res.spectrum.com
184.54.212.199 syn-184-054-212-199.res.spectrum.com
74.143.214.148 syn-074-143-214-148.biz.spectrum.com
99.119.245.60 99-119-245-60.lightspeed.lsvlky.sbcglobal.net
99.119.244.76 99-119-244-76.lightspeed.lsvlky.sbcglobal.net
107.133.212.55 107-133-212-55.lightspeed.lsvlky.sbcglobal.net
98.72.6.43 adsl-098-072-006-043.sip.mia.bellsouth.net
184.54.221.115 syn-184-054-221-115.res.spectrum.com
12.207.135.30 12.207.135.30
107.133.213.178 107-133-213-178.lightspeed.lsvlky.sbcglobal.net
74.129.255.156 syn-074-129-255-156.res.spectrum.com
70.228.90.5 adsl-70-228-90-5.dsl.akrnoh.ameritech.net
108.255.16.173 108.255.16.173
74.136.14.77 syn-074-136-014-077.res.spectrum.com
74.138.242.201 syn-074-138-242-201.res.spectrum.com
76.35.169.28 syn-076-035-169-028.res.spectrum.com
174.101.212.17 syn-174-101-212-017.res.spectrum.com
76.177.165.239 syn-076-177-165-239.res.spectrum.com
98.102.170.217 syn-098-102-170-217.biz.spectrum.com
174.101.213.112 syn-174-101-213-112.res.spectrum.com
96.28.34.153 syn-096-028-034-153.res.spectrum.com
74.136.11.6 syn-074-136-011-006.res.spectrum.com
98.27.233.25 syn-098-027-233-025.res.spectrum.com
74.143.194.52 syn-074-143-194-052.biz.spectrum.com
74.138.255.96 syn-074-138-255-096.res.spectrum.com
76.35.185.166 syn-076-035-185-166.res.spectrum.com
76.177.164.145 syn-076-177-164-145.res.spectrum.com
108.255.21.147 108-255-21-147.lightspeed.lsvlky.sbcglobal.net
70.228.91.254 adsl-70-228-91-254.dsl.akrnoh.ameritech.net
172.3.205.228 172-3-205-228.lightspeed.lsvlky.sbcglobal.net
74.138.251.2 syn-074-138-251-002.res.spectrum.com
99.119.244.100 99-119-244-100.lightspeed.lsvlky.sbcglobal.net
76.177.160.74 syn-076-177-160-074.res.spectrum.com
76.182.151.87 syn-076-182-151-087.res.spectrum.com
74.138.236.80 syn-074-138-236-080.res.spectrum.com
74.138.247.126 syn-074-138-247-126.res.spectrum.com
184.54.206.20 syn-184-054-206-020.res.spectrum.com
184.54.215.86 syn-184-054-215-086.res.spectrum.com
184.54.208.87 syn-184-054-208-087.res.spectrum.com
74.136.8.7 syn-074-136-008-007.res.spectrum.com
74.136.15.14 syn-074-136-015-014.res.spectrum.com
76.177.167.89 syn-076-177-167-089.res.spectrum.com
107.138.161.8 107-138-161-8.lightspeed.lsvlky.sbcglobal.net
184.54.212.168 syn-184-054-212-168.res.spectrum.com
108.227.157.149 108-227-157-149.lightspeed.lsvlky.sbcglobal.net
74.136.5.99 syn-074-136-005-099.res.spectrum.com
174.101.210.35 syn-174-101-210-035.res.spectrum.com
172.3.207.183 172-3-207-183.lightspeed.lsvlky.sbcglobal.net
47.231.84.177 syn-047-231-084-177.res.spectrum.com
184.54.204.30 syn-184-054-204-030.res.spectrum.com
70.63.29.51 syn-070-063-029-051.biz.spectrum.com
107.133.219.170 107-133-219-170.lightspeed.rcsntx.sbcglobal.net
184.54.211.25 syn-184-054-211-025.res.spectrum.com
12.207.135.92 12.207.135.92
74.182.167.212 adsl-074-182-167-212.sip.hsv.bellsouth.net
70.228.92.217 70-228-92-217.lightspeed.lsvlky.sbcglobal.net
12.207.141.152 12.207.141.152
74.138.224.13 syn-074-138-224-013.res.spectrum.com
74.136.14.207 syn-074-136-014-207.res.spectrum.com
12.207.143.221 12.207.143.221
74.143.92.162 syn-074-143-092-162.biz.spectrum.com
107.133.215.199 107-133-215-199.lightspeed.lsvlky.sbcglobal.net
107.128.147.24 107-128-147-24.lightspeed.lsvlky.sbcglobal.net
74.129.249.31 syn-074-129-249-031.res.spectrum.com
74.136.1.247 syn-074-136-001-247.res.spectrum.com
162.234.192.231 162-234-192-231.lightspeed.lsvlky.sbcglobal.net
107.128.147.9 107-128-147-9.lightspeed.lsvlky.sbcglobal.net
74.136.5.185 syn-074-136-005-185.res.spectrum.com
74.138.235.39 syn-074-138-235-039.res.spectrum.com
184.54.194.103 syn-184-054-194-103.res.spectrum.com
74.138.247.186 syn-074-138-247-186.res.spectrum.com
108.255.20.84 108-255-20-84.lightspeed.lsvlky.sbcglobal.net
74.142.98.97 syn-074-142-098-097.biz.spectrum.com
74.129.253.9 syn-074-129-253-009.res.spectrum.com
162.234.192.240 162-234-192-240.lightspeed.lsvlky.sbcglobal.net
74.129.250.92 syn-074-129-250-092.res.spectrum.com
47.231.87.45 syn-047-231-087-045.res.spectrum.com
108.227.156.29 108-227-156-29.lightspeed.lsvlky.sbcglobal.net
24.26.61.6 syn-024-026-061-006.res.spectrum.com
74.138.255.151 syn-074-138-255-151.res.spectrum.com
74.129.252.251 syn-074-129-252-251.res.spectrum.com
96.28.38.231 syn-096-028-038-231.res.spectrum.com
184.54.194.124 syn-184-054-194-124.res.spectrum.com
184.54.221.65 syn-184-054-221-065.res.spectrum.com
96.28.37.198 syn-096-028-037-198.res.spectrum.com
184.54.221.187 syn-184-054-221-187.res.spectrum.com
12.207.140.235 12.207.140.235
74.138.252.251 syn-074-138-252-251.res.spectrum.com
98.72.3.125 adsl-098-072-003-125.sip.mia.bellsouth.net
70.228.91.229 adsl-70-228-91-229.dsl.akrnoh.ameritech.net
98.27.235.235 syn-098-027-235-235.res.spectrum.com
184.54.200.123 syn-184-054-200-123.res.spectrum.com
65.29.27.221 lag-2.bdfrkyap02y.netops.charter.com
184.54.221.63 syn-184-054-221-063.res.spectrum.com
76.40.83.27 syn-076-040-083-027.res.spectrum.com
184.54.221.111 syn-184-054-221-111.res.spectrum.com
74.142.95.202 syn-074-142-095-202.biz.spectrum.com
99.119.246.98 99-119-246-98.lightspeed.lsvlky.sbcglobal.net
74.129.247.23 syn-074-129-247-023.res.spectrum.com
184.54.192.104 syn-184-054-192-104.res.spectrum.com
74.138.229.183 syn-074-138-229-183.res.spectrum.com
74.138.238.131 syn-074-138-238-131.res.spectrum.com
98.27.233.221 syn-098-027-233-221.res.spectrum.com
74.129.245.138 syn-074-129-245-138.res.spectrum.com
172.3.202.254 172-3-202-254.lightspeed.lsvlky.sbcglobal.net
98.100.77.132 syn-098-100-077-132.biz.spectrum.com
74.138.248.177 syn-074-138-248-177.res.spectrum.com
74.138.243.81 syn-074-138-243-081.res.spectrum.com
184.54.215.52 syn-184-054-215-052.res.spectrum.com
184.54.222.15 syn-184-054-222-015.res.spectrum.com
184.54.196.81 syn-184-054-196-081.res.spectrum.com
74.129.254.240 syn-074-129-254-240.res.spectrum.com
12.39.61.157 12.39.61.157
74.136.3.18 syn-074-136-003-018.res.spectrum.com
98.72.1.228 adsl-098-072-001-228.sip.mia.bellsouth.net
74.182.167.245 adsl-074-182-167-245.sip.hsv.bellsouth.net
98.72.4.58 adsl-098-072-004-058.sip.mia.bellsouth.net
76.41.229.60 syn-076-041-229-060.res.spectrum.com
74.138.250.81 syn-074-138-250-081.res.spectrum.com
74.136.7.122 syn-074-136-007-122.res.spectrum.com
184.54.201.18 syn-184-054-201-018.res.spectrum.com
12.207.135.52 12.207.135.52
74.138.227.89 syn-074-138-227-089.res.spectrum.com
12.207.141.202 12.207.141.202
172.3.201.18 172-3-201-18.lightspeed.lsvlky.sbcglobal.net
76.177.166.189 syn-076-177-166-189.res.spectrum.com
162.234.192.191 162-234-192-191.lightspeed.lsvlky.sbcglobal.net
74.138.236.114 syn-074-138-236-114.res.spectrum.com
96.28.37.43 syn-096-028-037-043.res.spectrum.com
104.52.13.72 104-52-13-72.lightspeed.lsvlky.sbcglobal.net
108.255.20.220 108-255-20-220.lightspeed.lsvlky.sbcglobal.net
108.227.156.171 108-227-156-171.lightspeed.lsvlky.sbcglobal.net
107.133.214.75 107-133-214-75.lightspeed.lsvlky.sbcglobal.net
108.255.16.250 108.255.16.250
99.119.245.52 99-119-245-52.lightspeed.lsvlky.sbcglobal.net
74.136.0.197 syn-074-136-000-197.res.spectrum.com
184.54.200.146 syn-184-054-200-146.res.spectrum.com
74.175.249.181 74.175.249.181
74.138.244.124 syn-074-138-244-124.res.spectrum.com
76.177.162.252 syn-076-177-162-252.res.spectrum.com
172.3.200.166 172-3-200-166.lightspeed.lsvlky.sbcglobal.net
184.54.198.135 syn-184-054-198-135.res.spectrum.com
76.177.161.137 syn-076-177-161-137.res.spectrum.com
74.138.245.169 syn-074-138-245-169.res.spectrum.com
172.3.206.110 172-3-206-110.lightspeed.lsvlky.sbcglobal.net
70.228.93.149 70-228-93-149.lightspeed.lsvlky.sbcglobal.net
184.54.201.1 syn-184-054-201-001.res.spectrum.com
99.119.244.82 99-119-244-82.lightspeed.lsvlky.sbcglobal.net
76.182.150.103 syn-076-182-150-103.res.spectrum.com
71.67.12.42 syn-071-067-012-042.biz.spectrum.com
172.3.202.246 172-3-202-246.lightspeed.lsvlky.sbcglobal.net
184.54.214.31 syn-184-054-214-031.res.spectrum.com
147.0.10.89 syn-147-000-010-089.biz.spectrum.com
96.28.38.39 syn-096-028-038-039.res.spectrum.com
74.138.247.152 syn-074-138-247-152.res.spectrum.com
184.54.198.37 syn-184-054-198-037.res.spectrum.com
99.119.247.195 99-119-247-195.lightspeed.lsvlky.sbcglobal.net
74.129.249.211 syn-074-129-249-211.res.spectrum.com
74.136.9.56 syn-074-136-009-056.res.spectrum.com
98.72.2.239 adsl-098-072-002-239.sip.mia.bellsouth.net
74.138.242.235 syn-074-138-242-235.res.spectrum.com
184.54.214.111 syn-184-054-214-111.res.spectrum.com
74.138.230.86 syn-074-138-230-086.res.spectrum.com
174.101.210.159 syn-174-101-210-159.res.spectrum.com
184.54.217.103 syn-184-054-217-103.res.spectrum.com
98.27.234.216 syn-098-027-234-216.res.spectrum.com
74.138.244.249 syn-074-138-244-249.res.spectrum.com
172.3.201.87 172-3-201-87.lightspeed.lsvlky.sbcglobal.net
98.72.0.1 adsl-098-072-000-001.sip.mia.bellsouth.net
74.136.9.93 syn-074-136-009-093.res.spectrum.com
107.128.147.125 107-128-147-125.lightspeed.lsvlky.sbcglobal.net
107.133.219.130 107-133-219-130.lightspeed.rcsntx.sbcglobal.net
74.175.246.125 74.175.246.125
172.3.202.30 172-3-202-30.lightspeed.lsvlky.sbcglobal.net
76.182.150.106 syn-076-182-150-106.res.spectrum.com
107.138.161.17 107-138-161-17.lightspeed.lsvlky.sbcglobal.net
74.138.233.48 syn-074-138-233-048.res.spectrum.com
74.136.3.162 syn-074-136-003-162.res.spectrum.com
76.41.229.38 syn-076-041-229-038.res.spectrum.com
184.54.203.50 syn-184-054-203-050.res.spectrum.com
76.177.162.29 syn-076-177-162-029.res.spectrum.com
70.228.92.38 70-228-92-38.lightspeed.lsvlky.sbcglobal.net
74.136.10.111 syn-074-136-010-111.res.spectrum.com
184.54.213.183 syn-184-054-213-183.res.spectrum.com
74.138.237.44 syn-074-138-237-044.res.spectrum.com
184.54.210.88 syn-184-054-210-088.res.spectrum.com
172.3.200.85 172-3-200-85.lightspeed.lsvlky.sbcglobal.net
107.133.215.205 107-133-215-205.lightspeed.lsvlky.sbcglobal.net
76.177.163.165 syn-076-177-163-165.res.spectrum.com
108.227.157.145 108-227-157-145.lightspeed.lsvlky.sbcglobal.net
74.138.233.15 syn-074-138-233-015.res.spectrum.com
107.133.218.155 107-133-218-155.lightspeed.rcsntx.sbcglobal.net
98.102.171.190 syn-098-102-171-190.biz.spectrum.com
107.138.160.221 107-138-160-221.lightspeed.lsvlky.sbcglobal.net
98.27.232.104 syn-098-027-232-104.res.spectrum.com
74.138.243.152 syn-074-138-243-152.res.spectrum.com
76.177.162.231 syn-076-177-162-231.res.spectrum.com
74.136.13.38 syn-074-136-013-038.res.spectrum.com
76.35.185.165 syn-076-035-185-165.res.spectrum.com
74.129.240.193 syn-074-129-240-193.res.spectrum.com
98.72.4.130 adsl-098-072-004-130.sip.mia.bellsouth.net
74.129.250.138 syn-074-129-250-138.res.spectrum.com
107.133.213.161 107-133-213-161.lightspeed.lsvlky.sbcglobal.net
12.207.135.253 12.207.135.253
74.138.253.20 syn-074-138-253-020.res.spectrum.com
174.101.215.31 syn-174-101-215-031.res.spectrum.com
74.138.239.2 syn-074-138-239-002.res.spectrum.com
76.177.166.101 syn-076-177-166-101.res.spectrum.com
98.72.4.52 adsl-098-072-004-052.sip.mia.bellsouth.net
104.52.12.228 104-52-12-228.lightspeed.lsvlky.sbcglobal.net
184.54.209.47 syn-184-054-209-047.res.spectrum.com
74.136.13.144 syn-074-136-013-144.res.spectrum.com
47.231.87.189 syn-047-231-087-189.res.spectrum.com
107.133.213.243 107-133-213-243.lightspeed.lsvlky.sbcglobal.net
76.177.165.30 syn-076-177-165-030.res.spectrum.com
74.136.4.139 syn-074-136-004-139.res.spectrum.com
184.54.192.183 syn-184-054-192-183.res.spectrum.com
172.3.204.169 172-3-204-169.lightspeed.lsvlky.sbcglobal.net
184.54.220.245 syn-184-054-220-245.res.spectrum.com
96.28.32.225 syn-096-028-032-225.res.spectrum.com
184.54.201.51 syn-184-054-201-051.res.spectrum.com
107.133.217.39 107-133-217-39.lightspeed.rcsntx.sbcglobal.net
184.54.197.127 syn-184-054-197-127.res.spectrum.com
24.26.63.20 syn-024-026-063-020.res.spectrum.com
74.143.194.45 syn-074-143-194-045.biz.spectrum.com
99.119.245.24 99-119-245-24.lightspeed.lsvlky.sbcglobal.net
96.28.33.174 syn-096-028-033-174.res.spectrum.com
107.133.217.62 107-133-217-62.lightspeed.rcsntx.sbcglobal.net
107.133.215.104 107-133-215-104.lightspeed.lsvlky.sbcglobal.net
76.177.164.31 syn-076-177-164-031.res.spectrum.com
74.138.233.197 syn-074-138-233-197.res.spectrum.com
184.54.222.199 syn-184-054-222-199.res.spectrum.com
12.207.143.248 12.207.143.248
74.138.242.112 syn-074-138-242-112.res.spectrum.com
98.72.2.222 adsl-098-072-002-222.sip.mia.bellsouth.net
104.230.42.135 syn-104-230-042-135.res.spectrum.com
108.227.156.140 108-227-156-140.lightspeed.lsvlky.sbcglobal.net
98.72.6.171 adsl-098-072-006-171.sip.mia.bellsouth.net
184.54.220.152 syn-184-054-220-152.res.spectrum.com
184.54.216.200 syn-184-054-216-200.res.spectrum.com
74.143.92.190 syn-074-143-092-190.biz.spectrum.com
74.138.226.149 syn-074-138-226-149.res.spectrum.com
184.54.219.52 syn-184-054-219-052.res.spectrum.com
74.138.245.242 syn-074-138-245-242.res.spectrum.com
70.228.93.85 70-228-93-85.lightspeed.lsvlky.sbcglobal.net
184.54.216.93 syn-184-054-216-093.res.spectrum.com
74.138.254.246 syn-074-138-254-246.res.spectrum.com
74.175.246.22 74.175.246.22
184.54.203.103 syn-184-054-203-103.res.spectrum.com
76.177.163.76 syn-076-177-163-076.res.spectrum.com
74.136.11.12 syn-074-136-011-012.res.spectrum.com
12.18.152.62 12.18.152.62
74.175.246.9 74.175.246.9
98.27.233.88 syn-098-027-233-088.res.spectrum.com
184.54.205.157 syn-184-054-205-157.res.spectrum.com
74.138.231.1 syn-074-138-231-001.res.spectrum.com
74.136.11.35 syn-074-136-011-035.res.spectrum.com
184.54.219.160 syn-184-054-219-160.res.spectrum.com
74.136.3.101 syn-074-136-003-101.res.spectrum.com
99.119.246.81 99-119-246-81.lightspeed.lsvlky.sbcglobal.net
76.35.169.190 syn-076-035-169-190.res.spectrum.com
74.138.244.139 syn-074-138-244-139.res.spectrum.com
74.136.10.186 syn-074-136-010-186.res.spectrum.com
98.27.233.82 syn-098-027-233-082.res.spectrum.com
184.54.208.153 syn-184-054-208-153.res.spectrum.com
74.175.224.174 74.175.224.174
184.54.201.201 syn-184-054-201-201.res.spectrum.com
74.138.225.54 syn-074-138-225-054.res.spectrum.com
70.228.92.128 70-228-92-128.lightspeed.lsvlky.sbcglobal.net
184.54.200.95 syn-184-054-200-095.res.spectrum.com
162.234.192.69 162-234-192-69.lightspeed.lsvlky.sbcglobal.net
74.138.236.94 syn-074-138-236-094.res.spectrum.com
98.27.234.167 syn-098-027-234-167.res.spectrum.com
108.227.156.117 108-227-156-117.lightspeed.lsvlky.sbcglobal.net
74.138.238.223 syn-074-138-238-223.res.spectrum.com
12.207.134.14 12.207.134.14
74.143.23.174 syn-074-143-023-174.biz.spectrum.com
24.26.62.172 syn-024-026-062-172.res.spectrum.com
74.129.246.132 syn-074-129-246-132.res.spectrum.com
108.239.45.36 108-239-45-36.lightspeed.lsvlky.sbcglobal.net
74.138.231.163 syn-074-138-231-163.res.spectrum.com
74.129.249.183 syn-074-129-249-183.res.spectrum.com
32.143.101.182 32.143.101.182
104.52.14.197 104-52-14-197.lightspeed.lsvlky.sbcglobal.net
74.138.245.24 syn-074-138-245-024.res.spectrum.com
74.138.232.66 syn-074-138-232-066.res.spectrum.com
184.54.196.49 syn-184-054-196-049.res.spectrum.com
184.54.202.194 syn-184-054-202-194.res.spectrum.com
184.54.204.55 syn-184-054-204-055.res.spectrum.com
76.182.150.234 syn-076-182-150-234.res.spectrum.com
174.101.214.23 syn-174-101-214-023.res.spectrum.com
74.136.12.160 syn-074-136-012-160.res.spectrum.com
98.27.232.67 syn-098-027-232-067.res.spectrum.com
76.177.164.165 syn-076-177-164-165.res.spectrum.com
184.54.218.255 syn-184-054-218-255.res.spectrum.com
98.72.2.92 adsl-098-072-002-092.sip.mia.bellsouth.net
12.131.54.130 12.131.54.130
76.177.167.201 syn-076-177-167-201.res.spectrum.com
184.54.202.184 syn-184-054-202-184.res.spectrum.com
107.138.160.120 107-138-160-120.lightspeed.lsvlky.sbcglobal.net
107.133.212.246 107-133-212-246.lightspeed.lsvlky.sbcglobal.net
98.27.235.173 syn-098-027-235-173.res.spectrum.com
108.255.17.145 108.255.17.145
107.138.161.77 107-138-161-77.lightspeed.lsvlky.sbcglobal.net
174.101.215.41 syn-174-101-215-041.res.spectrum.com
74.129.247.142 syn-074-129-247-142.res.spectrum.com
74.143.229.209 syn-074-143-229-209.biz.spectrum.com
184.54.222.29 syn-184-054-222-029.res.spectrum.com
98.27.234.164 syn-098-027-234-164.res.spectrum.com
96.28.39.111 syn-096-028-039-111.res.spectrum.com
