76.35.184.64 syn-076-035-184-064.res.spectrum.com
104.52.13.199 104-52-13-199.lightspeed.lsvlky.sbcglobal.net
76.182.151.52 syn-076-182-151-052.res.spectrum.com
184.54.206.49 syn-184-054-206-049.res.spectrum.com
184.54.207.88 syn-184-054-207-088.res.spectrum.com
184.54.207.141 syn-184-054-207-141.res.spectrum.com
76.182.150.155 syn-076-182-150-155.res.spectrum.com
108.255.21.86 108-255-21-86.lightspeed.lsvlky.sbcglobal.net
70.228.91.19 adsl-70-228-91-19.dsl.akrnoh.ameritech.net
184.54.204.203 syn-184-054-204-203.res.spectrum.com
104.230.42.141 syn-104-230-042-141.res.spectrum.com
184.54.203.176 syn-184-054-203-176.res.spectrum.com
184.54.200.16 syn-184-054-200-016.res.spectrum.com
184.54.206.110 syn-184-054-206-110.res.spectrum.com
108.255.21.214 108-255-21-214.lightspeed.lsvlky.sbcglobal.net
76.182.150.169 syn-076-182-150-169.res.spectrum.com
107.133.215.156 107-133-215-156.lightspeed.lsvlky.sbcglobal.net
104.3.8.135 104-3-8-135.lightspeed.lsvlky.sbcglobal.net
104.52.13.128 104-52-13-128.lightspeed.lsvlky.sbcglobal.net
184.54.201.56 syn-184-054-201-056.res.spectrum.com
184.54.198.189 syn-184-054-198-189.res.spectrum.com
76.182.150.6 syn-076-182-150-006.res.spectrum.com
108.255.21.88 108-255-21-88.lightspeed.lsvlky.sbcglobal.net
184.54.201.87 syn-184-054-201-087.res.spectrum.com
184.54.197.86 syn-184-054-197-086.res.spectrum.com
184.54.197.117 syn-184-054-197-117.res.spectrum.com
98.72.5.116 adsl-098-072-005-116.sip.mia.bellsouth.net
76.182.150.117 syn-076-182-150-117.res.spectrum.com
104.52.13.100 104-52-13-100.lightspeed.lsvlky.sbcglobal.net
76.182.151.54 syn-076-182-151-054.res.spectrum.com
184.54.204.40 syn-184-054-204-040.res.spectrum.com
70.228.90.72 adsl-70-228-90-72.dsl.akrnoh.ameritech.net
98.72.5.70 adsl-098-072-005-070.sip.mia.bellsouth.net
184.54.203.236 syn-184-054-203-236.res.spectrum.com
108.255.21.76 108-255-21-76.lightspeed.lsvlky.sbcglobal.net
184.54.196.86 syn-184-054-196-086.res.spectrum.com
71.67.30.148 syn-071-067-030-148.biz.spectrum.com
104.52.12.235 104-52-12-235.lightspeed.lsvlky.sbcglobal.net
184.54.202.50 syn-184-054-202-050.res.spectrum.com
107.133.215.204 107-133-215-204.lightspeed.lsvlky.sbcglobal.net
184.54.201.218 syn-184-054-201-218.res.spectrum.com
104.52.12.147 104-52-12-147.lightspeed.lsvlky.sbcglobal.net
184.54.206.125 syn-184-054-206-125.res.spectrum.com
70.228.91.72 adsl-70-228-91-72.dsl.akrnoh.ameritech.net
184.54.202.57 syn-184-054-202-057.res.spectrum.com
104.3.8.60 104-3-8-60.lightspeed.lsvlky.sbcglobal.net
104.52.13.230 104-52-13-230.lightspeed.lsvlky.sbcglobal.net
108.227.157.83 108-227-157-83.lightspeed.lsvlky.sbcglobal.net
70.228.91.86 adsl-70-228-91-86.dsl.akrnoh.ameritech.net
107.133.212.181 107-133-212-181.lightspeed.lsvlky.sbcglobal.net
104.3.8.107 104-3-8-107.lightspeed.lsvlky.sbcglobal.net
107.133.213.14 107-133-213-14.lightspeed.lsvlky.sbcglobal.net
184.54.205.134 syn-184-054-205-134.res.spectrum.com
184.54.192.106 syn-184-054-192-106.res.spectrum.com
107.133.212.125 107-133-212-125.lightspeed.lsvlky.sbcglobal.net
104.52.12.40 104-52-12-40.lightspeed.lsvlky.sbcglobal.net
184.54.192.47 syn-184-054-192-047.res.spectrum.com
108.227.157.225 108-227-157-225.lightspeed.lsvlky.sbcglobal.net
184.54.193.5 syn-184-054-193-005.res.spectrum.com
104.52.12.141 104-52-12-141.lightspeed.lsvlky.sbcglobal.net
76.182.151.67 syn-076-182-151-067.res.spectrum.com
184.54.206.117 syn-184-054-206-117.res.spectrum.com
184.54.205.109 syn-184-054-205-109.res.spectrum.com
104.3.8.8 104-3-8-8.lightspeed.lsvlky.sbcglobal.net
184.54.197.230 syn-184-054-197-230.res.spectrum.com
104.3.8.176 104-3-8-176.lightspeed.lsvlky.sbcglobal.net
184.54.204.236 syn-184-054-204-236.res.spectrum.com
184.54.198.171 syn-184-054-198-171.res.spectrum.com
184.54.195.55 syn-184-054-195-055.res.spectrum.com
184.54.202.183 syn-184-054-202-183.res.spectrum.com
184.54.205.208 syn-184-054-205-208.res.spectrum.com
107.133.215.235 107-133-215-235.lightspeed.lsvlky.sbcglobal.net
184.54.206.14 syn-184-054-206-014.res.spectrum.com
76.35.184.238 syn-076-035-184-238.res.spectrum.com
108.227.156.168 108-227-156-168.lightspeed.lsvlky.sbcglobal.net
71.67.30.145 syn-071-067-030-145.biz.spectrum.com
173.197.138.25 syn-173-197-138-025.biz.spectrum.com
70.228.91.4 adsl-70-228-91-4.dsl.akrnoh.ameritech.net
104.3.8.125 104-3-8-125.lightspeed.lsvlky.sbcglobal.net
104.52.13.216 104-52-13-216.lightspeed.lsvlky.sbcglobal.net
184.54.196.203 syn-184-054-196-203.res.spectrum.com
184.54.207.161 syn-184-054-207-161.res.spectrum.com
184.54.206.134 syn-184-054-206-134.res.spectrum.com
184.54.207.231 syn-184-054-207-231.res.spectrum.com
107.133.214.225 107-133-214-225.lightspeed.lsvlky.sbcglobal.net
76.182.150.171 syn-076-182-150-171.res.spectrum.com
76.182.150.141 syn-076-182-150-141.res.spectrum.com
184.54.192.45 syn-184-054-192-045.res.spectrum.com
184.54.206.63 syn-184-054-206-063.res.spectrum.com
184.54.195.97 syn-184-054-195-097.res.spectrum.com
184.54.193.245 syn-184-054-193-245.res.spectrum.com
107.133.215.26 107-133-215-26.lightspeed.lsvlky.sbcglobal.net
104.230.42.185 syn-104-230-042-185.res.spectrum.com
12.207.142.69 12.207.142.69
107.133.212.175 107-133-212-175.lightspeed.lsvlky.sbcglobal.net
108.255.21.89 108-255-21-89.lightspeed.lsvlky.sbcglobal.net
70.228.90.133 adsl-70-228-90-133.dsl.akrnoh.ameritech.net
184.54.202.132 syn-184-054-202-132.res.spectrum.com
104.3.9.253 104-3-9-253.lightspeed.lsvlky.sbcglobal.net
98.72.5.110 adsl-098-072-005-110.sip.mia.bellsouth.net
107.133.212.5 107-133-212-5.lightspeed.lsvlky.sbcglobal.net
184.54.200.127 syn-184-054-200-127.res.spectrum.com
104.3.8.111 104-3-8-111.lightspeed.lsvlky.sbcglobal.net
104.230.42.191 syn-104-230-042-191.res.spectrum.com
184.54.196.39 syn-184-054-196-039.res.spectrum.com
184.54.197.233 syn-184-054-197-233.res.spectrum.com
71.66.17.166 syn-071-066-017-166.biz.spectrum.com
108.255.21.95 108-255-21-95.lightspeed.lsvlky.sbcglobal.net
184.54.198.29 syn-184-054-198-029.res.spectrum.com
184.54.206.238 syn-184-054-206-238.res.spectrum.com
70.228.90.125 adsl-70-228-90-125.dsl.akrnoh.ameritech.net
104.3.8.128 104-3-8-128.lightspeed.lsvlky.sbcglobal.net
98.72.5.120 adsl-098-072-005-120.sip.mia.bellsouth.net
107.133.213.206 107-133-213-206.lightspeed.lsvlky.sbcglobal.net
107.133.214.223 107-133-214-223.lightspeed.lsvlky.sbcglobal.net
104.3.9.249 104-3-9-249.lightspeed.lsvlky.sbcglobal.net
184.54.204.37 syn-184-054-204-037.res.spectrum.com
184.54.200.110 syn-184-054-200-110.res.spectrum.com
184.54.200.195 syn-184-054-200-195.res.spectrum.com
184.54.206.70 syn-184-054-206-070.res.spectrum.com
104.230.42.249 syn-104-230-042-249.res.spectrum.com
104.3.9.238 104-3-9-238.lightspeed.lsvlky.sbcglobal.net
184.54.203.190 syn-184-054-203-190.res.spectrum.com
184.54.198.194 syn-184-054-198-194.res.spectrum.com
184.54.205.135 syn-184-054-205-135.res.spectrum.com
74.218.90.203 syn-074-218-090-203.biz.spectrum.com
184.54.192.157 syn-184-054-192-157.res.spectrum.com
184.54.202.19 syn-184-054-202-019.res.spectrum.com
184.54.207.117 syn-184-054-207-117.res.spectrum.com
184.54.204.114 syn-184-054-204-114.res.spectrum.com
76.182.151.91 syn-076-182-151-091.res.spectrum.com
107.133.214.180 107-133-214-180.lightspeed.lsvlky.sbcglobal.net
107.133.213.203 107-133-213-203.lightspeed.lsvlky.sbcglobal.net
184.54.201.81 syn-184-054-201-081.res.spectrum.com
104.3.9.243 104-3-9-243.lightspeed.lsvlky.sbcglobal.net
70.228.91.22 adsl-70-228-91-22.dsl.akrnoh.ameritech.net
184.54.197.40 syn-184-054-197-040.res.spectrum.com
184.54.204.224 syn-184-054-204-224.res.spectrum.com
184.54.196.47 syn-184-054-196-047.res.spectrum.com
107.133.213.247 107-133-213-247.lightspeed.lsvlky.sbcglobal.net
108.255.20.128 108-255-20-128.lightspeed.lsvlky.sbcglobal.net
104.230.42.153 syn-104-230-042-153.res.spectrum.com
76.182.151.189 syn-076-182-151-189.res.spectrum.com
107.133.213.216 107-133-213-216.lightspeed.lsvlky.sbcglobal.net
184.54.199.200 syn-184-054-199-200.res.spectrum.com
76.182.150.152 syn-076-182-150-152.res.spectrum.com
184.54.199.201 syn-184-054-199-201.res.spectrum.com
70.228.91.214 adsl-70-228-91-214.dsl.akrnoh.ameritech.net
104.52.12.78 104-52-12-78.lightspeed.lsvlky.sbcglobal.net
70.228.91.230 adsl-70-228-91-230.dsl.akrnoh.ameritech.net
76.182.151.125 syn-076-182-151-125.res.spectrum.com
104.230.42.222 syn-104-230-042-222.res.spectrum.com
108.255.20.63 108-255-20-63.lightspeed.lsvlky.sbcglobal.net
184.54.195.250 syn-184-054-195-250.res.spectrum.com
184.54.206.102 syn-184-054-206-102.res.spectrum.com
108.255.20.241 108-255-20-241.lightspeed.lsvlky.sbcglobal.net
76.182.150.220 syn-076-182-150-220.res.spectrum.com
184.54.199.226 syn-184-054-199-226.res.spectrum.com
108.227.156.4 108-227-156-4.lightspeed.lsvlky.sbcglobal.net
104.3.9.92 104-3-9-92.lightspeed.lsvlky.sbcglobal.net
104.230.42.83 syn-104-230-042-083.res.spectrum.com
184.54.202.6 syn-184-054-202-006.res.spectrum.com
108.255.20.192 108-255-20-192.lightspeed.lsvlky.sbcglobal.net
108.227.157.107 108-227-157-107.lightspeed.lsvlky.sbcglobal.net
12.207.142.73 12.207.142.73
184.54.204.134 syn-184-054-204-134.res.spectrum.com
184.54.198.236 syn-184-054-198-236.res.spectrum.com
184.54.200.133 syn-184-054-200-133.res.spectrum.com
104.52.12.84 104-52-12-84.lightspeed.lsvlky.sbcglobal.net
76.182.151.139 syn-076-182-151-139.res.spectrum.com
108.255.21.155 108-255-21-155.lightspeed.lsvlky.sbcglobal.net
184.54.205.160 syn-184-054-205-160.res.spectrum.com
184.54.198.243 syn-184-054-198-243.res.spectrum.com
184.54.204.111 syn-184-054-204-111.res.spectrum.com
184.54.193.165 syn-184-054-193-165.res.spectrum.com
76.35.184.39 syn-076-035-184-039.res.spectrum.com
184.54.197.189 syn-184-054-197-189.res.spectrum.com
108.227.157.243 108-227-157-243.lightspeed.lsvlky.sbcglobal.net
70.228.90.128 adsl-70-228-90-128.dsl.akrnoh.ameritech.net
184.54.199.61 syn-184-054-199-061.res.spectrum.com
184.54.202.21 syn-184-054-202-021.res.spectrum.com
104.52.12.163 104-52-12-163.lightspeed.lsvlky.sbcglobal.net
104.230.42.120 syn-104-230-042-120.res.spectrum.com
184.54.201.127 syn-184-054-201-127.res.spectrum.com
184.54.193.169 syn-184-054-193-169.res.spectrum.com
12.207.142.67 12.207.142.67
108.227.156.77 108-227-156-77.lightspeed.lsvlky.sbcglobal.net
184.54.193.194 syn-184-054-193-194.res.spectrum.com
70.228.90.248 adsl-70-228-90-248.dsl.akrnoh.ameritech.net
184.54.200.243 syn-184-054-200-243.res.spectrum.com
184.54.206.152 syn-184-054-206-152.res.spectrum.com
184.54.198.229 syn-184-054-198-229.res.spectrum.com
76.35.184.120 syn-076-035-184-120.res.spectrum.com
184.54.206.105 syn-184-054-206-105.res.spectrum.com
184.54.198.10 syn-184-054-198-010.res.spectrum.com
70.228.91.21 adsl-70-228-91-21.dsl.akrnoh.ameritech.net
108.255.21.251 108-255-21-251.lightspeed.lsvlky.sbcglobal.net
184.54.206.171 syn-184-054-206-171.res.spectrum.com
70.228.90.197 adsl-70-228-90-197.dsl.akrnoh.ameritech.net
184.54.197.238 syn-184-054-197-238.res.spectrum.com
184.54.192.159 syn-184-054-192-159.res.spectrum.com
70.228.91.186 adsl-70-228-91-186.dsl.akrnoh.ameritech.net
184.54.204.19 syn-184-054-204-019.res.spectrum.com
184.54.201.48 syn-184-054-201-048.res.spectrum.com
104.3.8.166 104-3-8-166.lightspeed.lsvlky.sbcglobal.net
184.54.197.128 syn-184-054-197-128.res.spectrum.com
184.54.206.80 syn-184-054-206-080.res.spectrum.com
184.54.195.77 syn-184-054-195-077.res.spectrum.com
107.133.213.35 107-133-213-35.lightspeed.lsvlky.sbcglobal.net
70.228.90.108 adsl-70-228-90-108.dsl.akrnoh.ameritech.net
184.54.205.166 syn-184-054-205-166.res.spectrum.com
104.52.12.246 104-52-12-246.lightspeed.lsvlky.sbcglobal.net
184.54.203.212 syn-184-054-203-212.res.spectrum.com
108.227.157.169 108-227-157-169.lightspeed.lsvlky.sbcglobal.net
184.54.201.153 syn-184-054-201-153.res.spectrum.com
184.54.201.117 syn-184-054-201-117.res.spectrum.com
76.182.150.66 syn-076-182-150-066.res.spectrum.com
104.3.9.236 104-3-9-236.lightspeed.lsvlky.sbcglobal.net
108.227.157.232 108-227-157-232.lightspeed.lsvlky.sbcglobal.net
104.3.9.181 104-3-9-181.lightspeed.lsvlky.sbcglobal.net
104.230.42.170 syn-104-230-042-170.res.spectrum.com
184.54.197.57 syn-184-054-197-057.res.spectrum.com
184.54.206.106 syn-184-054-206-106.res.spectrum.com
104.3.8.66 104-3-8-66.lightspeed.lsvlky.sbcglobal.net
104.3.9.58 104-3-9-58.lightspeed.lsvlky.sbcglobal.net
184.54.193.219 syn-184-054-193-219.res.spectrum.com
108.227.157.251 108-227-157-251.lightspeed.lsvlky.sbcglobal.net
184.54.202.60 syn-184-054-202-060.res.spectrum.com
184.54.201.124 syn-184-054-201-124.res.spectrum.com
184.54.204.61 syn-184-054-204-061.res.spectrum.com
104.3.8.129 104-3-8-129.lightspeed.lsvlky.sbcglobal.net
184.54.199.167 syn-184-054-199-167.res.spectrum.com
184.54.201.167 syn-184-054-201-167.res.spectrum.com
184.54.205.252 syn-184-054-205-252.res.spectrum.com
184.54.194.58 syn-184-054-194-058.res.spectrum.com
184.54.202.204 syn-184-054-202-204.res.spectrum.com
184.54.202.215 syn-184-054-202-215.res.spectrum.com
104.52.13.157 104-52-13-157.lightspeed.lsvlky.sbcglobal.net
108.227.157.239 108-227-157-239.lightspeed.lsvlky.sbcglobal.net
108.227.157.45 108-227-157-45.lightspeed.lsvlky.sbcglobal.net
184.54.197.120 syn-184-054-197-120.res.spectrum.com
184.54.205.232 syn-184-054-205-232.res.spectrum.com
184.54.194.146 syn-184-054-194-146.res.spectrum.com
184.54.197.242 syn-184-054-197-242.res.spectrum.com
184.54.207.193 syn-184-054-207-193.res.spectrum.com
184.54.192.42 syn-184-054-192-042.res.spectrum.com
70.228.90.76 adsl-70-228-90-76.dsl.akrnoh.ameritech.net
184.54.192.252 syn-184-054-192-252.res.spectrum.com
104.230.42.242 syn-104-230-042-242.res.spectrum.com
104.3.8.190 104-3-8-190.lightspeed.lsvlky.sbcglobal.net
76.182.151.178 syn-076-182-151-178.res.spectrum.com
108.255.20.139 108-255-20-139.lightspeed.lsvlky.sbcglobal.net
184.54.201.230 syn-184-054-201-230.res.spectrum.com
184.54.204.33 syn-184-054-204-033.res.spectrum.com
184.54.201.132 syn-184-054-201-132.res.spectrum.com
104.3.9.5 104-3-9-5.lightspeed.lsvlky.sbcglobal.net
104.52.13.58 104-52-13-58.lightspeed.lsvlky.sbcglobal.net
104.3.9.117 104-3-9-117.lightspeed.lsvlky.sbcglobal.net
104.3.8.87 104-3-8-87.lightspeed.lsvlky.sbcglobal.net
108.227.156.105 108-227-156-105.lightspeed.lsvlky.sbcglobal.net
104.230.42.215 syn-104-230-042-215.res.spectrum.com
184.54.199.241 syn-184-054-199-241.res.spectrum.com
184.54.198.138 syn-184-054-198-138.res.spectrum.com
184.54.192.5 syn-184-054-192-005.res.spectrum.com
184.54.195.89 syn-184-054-195-089.res.spectrum.com
70.63.29.39 syn-070-063-029-039.biz.spectrum.com
184.54.193.141 syn-184-054-193-141.res.spectrum.com
184.54.206.198 syn-184-054-206-198.res.spectrum.com
184.54.203.211 syn-184-054-203-211.res.spectrum.com
70.228.91.239 adsl-70-228-91-239.dsl.akrnoh.ameritech.net
98.102.170.221 syn-098-102-170-221.biz.spectrum.com
108.255.20.251 108-255-20-251.lightspeed.lsvlky.sbcglobal.net
76.182.151.253 syn-076-182-151-253.res.spectrum.com
104.3.9.44 104-3-9-44.lightspeed.lsvlky.sbcglobal.net
108.255.21.38 108-255-21-38.lightspeed.lsvlky.sbcglobal.net
184.54.201.131 syn-184-054-201-131.res.spectrum.com
76.182.151.117 syn-076-182-151-117.res.spectrum.com
107.133.213.75 107-133-213-75.lightspeed.lsvlky.sbcglobal.net
107.133.213.208 107-133-213-208.lightspeed.lsvlky.sbcglobal.net
184.54.200.135 syn-184-054-200-135.res.spectrum.com
184.54.205.193 syn-184-054-205-193.res.spectrum.com
184.54.194.163 syn-184-054-194-163.res.spectrum.com
184.54.205.229 syn-184-054-205-229.res.spectrum.com
76.35.184.13 syn-076-035-184-013.res.spectrum.com
184.54.197.141 syn-184-054-197-141.res.spectrum.com
184.54.204.5 syn-184-054-204-005.res.spectrum.com
184.54.199.50 syn-184-054-199-050.res.spectrum.com
184.54.192.120 syn-184-054-192-120.res.spectrum.com
184.54.197.94 syn-184-054-197-094.res.spectrum.com
184.54.205.242 syn-184-054-205-242.res.spectrum.com
184.54.192.150 syn-184-054-192-150.res.spectrum.com
108.227.157.135 108-227-157-135.lightspeed.lsvlky.sbcglobal.net
107.133.215.110 107-133-215-110.lightspeed.lsvlky.sbcglobal.net
76.35.184.36 syn-076-035-184-036.res.spectrum.com
184.54.199.199 syn-184-054-199-199.res.spectrum.com
184.54.207.205 syn-184-054-207-205.res.spectrum.com
184.54.200.181 syn-184-054-200-181.res.spectrum.com
184.54.205.125 syn-184-054-205-125.res.spectrum.com
107.133.215.73 107-133-215-73.lightspeed.lsvlky.sbcglobal.net
76.182.150.16 syn-076-182-150-016.res.spectrum.com
104.230.42.7 syn-104-230-042-007.res.spectrum.com
96.11.66.181 syn-096-011-066-181.biz.spectrum.com
184.54.192.190 syn-184-054-192-190.res.spectrum.com
184.54.207.11 syn-184-054-207-011.res.spectrum.com
76.182.151.37 syn-076-182-151-037.res.spectrum.com
108.227.156.156 108-227-156-156.lightspeed.lsvlky.sbcglobal.net
108.227.157.69 108-227-157-69.lightspeed.lsvlky.sbcglobal.net
184.54.207.38 syn-184-054-207-038.res.spectrum.com
184.54.196.103 syn-184-054-196-103.res.spectrum.com
184.54.203.73 syn-184-054-203-073.res.spectrum.com
184.54.194.155 syn-184-054-194-155.res.spectrum.com
108.255.20.168 108-255-20-168.lightspeed.lsvlky.sbcglobal.net
108.227.157.10 108-227-157-10.lightspeed.lsvlky.sbcglobal.net
104.52.13.35 104-52-13-35.lightspeed.lsvlky.sbcglobal.net
104.230.42.49 syn-104-230-042-049.res.spectrum.com
76.182.150.51 syn-076-182-150-051.res.spectrum.com
184.54.205.1 syn-184-054-205-001.res.spectrum.com
184.54.206.148 syn-184-054-206-148.res.spectrum.com
184.54.202.59 syn-184-054-202-059.res.spectrum.com
184.54.203.166 syn-184-054-203-166.res.spectrum.com
107.133.213.5 107-133-213-5.lightspeed.lsvlky.sbcglobal.net
184.54.194.128 syn-184-054-194-128.res.spectrum.com
184.54.194.76 syn-184-054-194-076.res.spectrum.com
184.54.194.160 syn-184-054-194-160.res.spectrum.com
69.135.90.75 syn-069-135-090-075.biz.spectrum.com
108.255.20.227 108-255-20-227.lightspeed.lsvlky.sbcglobal.net
76.182.150.242 syn-076-182-150-242.res.spectrum.com
70.228.90.119 adsl-70-228-90-119.dsl.akrnoh.ameritech.net
184.54.193.235 syn-184-054-193-235.res.spectrum.com
107.133.212.29 107-133-212-29.lightspeed.lsvlky.sbcglobal.net
184.54.196.26 syn-184-054-196-026.res.spectrum.com
184.54.202.155 syn-184-054-202-155.res.spectrum.com
74.87.151.17 syn-074-087-151-017.biz.spectrum.com
76.35.184.149 syn-076-035-184-149.res.spectrum.com
107.133.213.16 107-133-213-16.lightspeed.lsvlky.sbcglobal.net
104.3.9.218 104-3-9-218.lightspeed.lsvlky.sbcglobal.net
184.54.193.159 syn-184-054-193-159.res.spectrum.com
107.133.213.226 107-133-213-226.lightspeed.lsvlky.sbcglobal.net
70.228.90.138 adsl-70-228-90-138.dsl.akrnoh.ameritech.net
76.182.150.87 syn-076-182-150-087.res.spectrum.com
184.54.193.6 syn-184-054-193-006.res.spectrum.com
107.133.213.53 107-133-213-53.lightspeed.lsvlky.sbcglobal.net
184.54.205.123 syn-184-054-205-123.res.spectrum.com
184.54.194.182 syn-184-054-194-182.res.spectrum.com
184.54.199.26 syn-184-054-199-026.res.spectrum.com
184.54.203.224 syn-184-054-203-224.res.spectrum.com
184.54.201.66 syn-184-054-201-066.res.spectrum.com
184.54.206.27 syn-184-054-206-027.res.spectrum.com
107.133.215.46 107-133-215-46.lightspeed.lsvlky.sbcglobal.net
184.54.204.83 syn-184-054-204-083.res.spectrum.com
70.228.91.169 adsl-70-228-91-169.dsl.akrnoh.ameritech.net
184.54.197.154 syn-184-054-197-154.res.spectrum.com
184.54.201.166 syn-184-054-201-166.res.spectrum.com
70.228.90.101 adsl-70-228-90-101.dsl.akrnoh.ameritech.net
76.35.184.80 syn-076-035-184-080.res.spectrum.com
104.3.8.139 104-3-8-139.lightspeed.lsvlky.sbcglobal.net
107.133.212.135 107-133-212-135.lightspeed.lsvlky.sbcglobal.net
70.228.90.184 adsl-70-228-90-184.dsl.akrnoh.ameritech.net
184.54.195.135 syn-184-054-195-135.res.spectrum.com
76.182.150.212 syn-076-182-150-212.res.spectrum.com
70.228.91.206 adsl-70-228-91-206.dsl.akrnoh.ameritech.net
70.228.90.15 adsl-70-228-90-15.dsl.akrnoh.ameritech.net
184.54.206.229 syn-184-054-206-229.res.spectrum.com
184.54.200.78 syn-184-054-200-078.res.spectrum.com
74.142.119.229 syn-074-142-119-229.biz.spectrum.com
107.133.214.57 107-133-214-57.lightspeed.lsvlky.sbcglobal.net
184.54.193.68 syn-184-054-193-068.res.spectrum.com
184.54.198.213 syn-184-054-198-213.res.spectrum.com
104.3.9.211 104-3-9-211.lightspeed.lsvlky.sbcglobal.net
108.255.20.208 108-255-20-208.lightspeed.lsvlky.sbcglobal.net
184.54.203.221 syn-184-054-203-221.res.spectrum.com
184.54.193.40 syn-184-054-193-040.res.spectrum.com
184.54.195.26 syn-184-054-195-026.res.spectrum.com
108.255.20.10 108-255-20-10.lightspeed.lsvlky.sbcglobal.net
76.182.151.236 syn-076-182-151-236.res.spectrum.com
108.227.156.207 108-227-156-207.lightspeed.lsvlky.sbcglobal.net
76.35.184.125 syn-076-035-184-125.res.spectrum.com
108.227.157.16 108-227-157-16.lightspeed.lsvlky.sbcglobal.net
184.54.205.112 syn-184-054-205-112.res.spectrum.com
104.3.8.203 104-3-8-203.lightspeed.lsvlky.sbcglobal.net
76.35.184.27 syn-076-035-184-027.res.spectrum.com
184.54.197.32 syn-184-054-197-032.res.spectrum.com
184.54.207.244 syn-184-054-207-244.res.spectrum.com
184.54.202.205 syn-184-054-202-205.res.spectrum.com
107.133.215.116 107-133-215-116.lightspeed.lsvlky.sbcglobal.net
104.230.42.32 syn-104-230-042-032.res.spectrum.com
184.54.194.92 syn-184-054-194-092.res.spectrum.com
107.133.214.188 107-133-214-188.lightspeed.lsvlky.sbcglobal.net
107.133.215.221 107-133-215-221.lightspeed.lsvlky.sbcglobal.net
104.230.42.80 syn-104-230-042-080.res.spectrum.com
76.35.184.116 syn-076-035-184-116.res.spectrum.com
76.35.184.182 syn-076-035-184-182.res.spectrum.com
76.182.150.181 syn-076-182-150-181.res.spectrum.com
184.54.205.254 syn-184-054-205-254.res.spectrum.com
70.228.91.166 adsl-70-228-91-166.dsl.akrnoh.ameritech.net
70.228.91.45 adsl-70-228-91-45.dsl.akrnoh.ameritech.net
184.54.199.186 syn-184-054-199-186.res.spectrum.com
184.54.200.155 syn-184-054-200-155.res.spectrum.com
184.54.207.30 syn-184-054-207-030.res.spectrum.com
104.3.8.200 104-3-8-200.lightspeed.lsvlky.sbcglobal.net
104.230.42.29 syn-104-230-042-029.res.spectrum.com
104.230.42.65 syn-104-230-042-065.res.spectrum.com
184.54.207.251 syn-184-054-207-251.res.spectrum.com
184.54.198.79 syn-184-054-198-079.res.spectrum.com
184.54.193.26 syn-184-054-193-026.res.spectrum.com
70.228.91.193 adsl-70-228-91-193.dsl.akrnoh.ameritech.net
184.54.205.230 syn-184-054-205-230.res.spectrum.com
76.35.184.118 syn-076-035-184-118.res.spectrum.com
76.182.150.143 syn-076-182-150-143.res.spectrum.com
184.54.203.136 syn-184-054-203-136.res.spectrum.com
107.133.213.162 107-133-213-162.lightspeed.lsvlky.sbcglobal.net
70.228.90.30 adsl-70-228-90-30.dsl.akrnoh.ameritech.net
108.255.21.126 108-255-21-126.lightspeed.lsvlky.sbcglobal.net
184.54.194.25 syn-184-054-194-025.res.spectrum.com
184.54.196.96 syn-184-054-196-096.res.spectrum.com
184.54.203.248 syn-184-054-203-248.res.spectrum.com
184.54.202.200 syn-184-054-202-200.res.spectrum.com
104.3.9.182 104-3-9-182.lightspeed.lsvlky.sbcglobal.net
184.54.202.37 syn-184-054-202-037.res.spectrum.com
184.54.206.217 syn-184-054-206-217.res.spectrum.com
184.54.196.34 syn-184-054-196-034.res.spectrum.com
104.3.8.70 104-3-8-70.lightspeed.lsvlky.sbcglobal.net
107.133.215.43 107-133-215-43.lightspeed.lsvlky.sbcglobal.net
108.227.157.233 108-227-157-233.lightspeed.lsvlky.sbcglobal.net
108.255.20.157 108-255-20-157.lightspeed.lsvlky.sbcglobal.net
104.3.9.245 104-3-9-245.lightspeed.lsvlky.sbcglobal.net
184.54.203.52 syn-184-054-203-052.res.spectrum.com
76.35.184.237 syn-076-035-184-237.res.spectrum.com
184.54.192.215 syn-184-054-192-215.res.spectrum.com
108.255.21.111 108-255-21-111.lightspeed.lsvlky.sbcglobal.net
104.52.12.120 104-52-12-120.lightspeed.lsvlky.sbcglobal.net
104.3.9.177 104-3-9-177.lightspeed.lsvlky.sbcglobal.net
70.228.91.79 adsl-70-228-91-79.dsl.akrnoh.ameritech.net
70.228.91.135 adsl-70-228-91-135.dsl.akrnoh.ameritech.net
70.228.90.176 adsl-70-228-90-176.dsl.akrnoh.ameritech.net
184.54.199.103 syn-184-054-199-103.res.spectrum.com
107.133.212.226 107-133-212-226.lightspeed.lsvlky.sbcglobal.net
69.135.4.130 syn-069-135-004-130.biz.spectrum.com
70.228.91.121 adsl-70-228-91-121.dsl.akrnoh.ameritech.net
76.35.184.8 syn-076-035-184-008.res.spectrum.com
107.133.212.41 107-133-212-41.lightspeed.lsvlky.sbcglobal.net
104.52.13.86 104-52-13-86.lightspeed.lsvlky.sbcglobal.net
108.255.20.27 108-255-20-27.lightspeed.lsvlky.sbcglobal.net
104.3.9.57 104-3-9-57.lightspeed.lsvlky.sbcglobal.net
184.54.198.97 syn-184-054-198-097.res.spectrum.com
104.230.42.133 syn-104-230-042-133.res.spectrum.com
